Timestamp,EAR,MAR,Event
2025-01-27 16:13:33,0.1711544424206632,0.13231630208566622,Drowsiness Alert
2025-01-27 16:34:46,0.1771710696612801,0.11126288986493815,Drowsiness Alert
2025-01-27 16:35:14,0.15513052432763946,0.1483182566310238,Drowsiness Alert
2025-01-27 16:35:22,0.18572998394561366,0.13215911976219952,Drowsiness Alert
2025-01-27 16:35:46,0.18884555565303196,0.12639603227807675,Drowsiness Alert
2025-01-27 16:35:49,0.15880430038827925,0.11388844950528622,Drowsiness Alert
2025-01-27 16:42:06,0.15762536499357882,0.07662396683224483,Drowsiness Alert
2025-01-27 16:42:11,0.15797319753141964,0.1159486953760041,Drowsiness Alert
2025-01-27 16:42:18,0.11313723551866539,0.10798644419890087,Drowsiness Alert
2025-01-27 16:42:22,0.15981782160872776,0.10756295350653608,Drowsiness Alert
2025-01-27 16:42:41,0.14982772857545712,0.09334828725370571,Drowsiness Alert
2025-01-27 16:42:45,0.1755393418065443,0.07718430415356878,Drowsiness Alert
2025-01-27 16:42:48,0.17268733533621217,0.09820344654820719,Drowsiness Alert
2025-01-27 16:42:52,0.18095611976795795,0.10991680052085448,Drowsiness Alert
2025-01-27 16:43:00,0.12926538880517868,0.10140668540437037,Drowsiness Alert
2025-01-27 16:43:36,0.19642253597697162,0.09691033331380887,Drowsiness Alert
2025-01-27 16:43:50,0.17137146323890273,0.10176302369724183,Drowsiness Alert
2025-01-27 16:43:53,0.13436983670214958,0.08238076973305171,Drowsiness Alert
